,A,B,gates,depth,2-gates,Gates
263,36,262,126,8,9,"Counter({'rz': 54, 'sx': 45, 'measure': 18, 'cz': 9})"
264,36,263,126,8,9,"Counter({'rz': 54, 'sx': 45, 'measure': 18, 'cz': 9})"
265,36,302,126,8,9,"Counter({'rz': 54, 'sx': 45, 'measure': 18, 'cz': 9})"
266,36,306,126,8,9,"Counter({'rz': 54, 'sx': 45, 'measure': 18, 'cz': 9})"
267,36,317,126,8,9,"Counter({'rz': 54, 'sx': 45, 'measure': 18, 'cz': 9})"
268,36,325,126,8,9,"Counter({'rz': 54, 'sx': 45, 'measure': 18, 'cz': 9})"
269,36,334,126,8,9,"Counter({'rz': 54, 'sx': 45, 'measure': 18, 'cz': 9})"
270,36,335,126,8,9,"Counter({'rz': 54, 'sx': 45, 'measure': 18, 'cz': 9})"
271,36,336,126,8,9,"Counter({'rz': 54, 'sx': 45, 'measure': 18, 'cz': 9})"
272,36,337,126,8,9,"Counter({'rz': 54, 'sx': 45, 'measure': 18, 'cz': 9})"
273,36,342,126,8,9,"Counter({'rz': 54, 'sx': 45, 'measure': 18, 'cz': 9})"
274,36,345,126,8,9,"Counter({'rz': 54, 'sx': 45, 'measure': 18, 'cz': 9})"
275,36,346,126,8,9,"Counter({'rz': 54, 'sx': 45, 'measure': 18, 'cz': 9})"
276,36,351,126,8,9,"Counter({'rz': 54, 'sx': 45, 'measure': 18, 'cz': 9})"
